上牌时间,表显里程,上牌地,迁入地为准,变速箱,排量,登记证为准,看车地址,年检到期,交强险,商业险到期,car_title,car_prices,car_newprices,car_url
2015-09,4.88万公里,徐州,国四,手动,1.5,0次过户,云龙,2019-9,2019-9,2019-9,哈弗H2 2016款 红标 1.5T 手动两驱豪华型,¥6.00 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/f908792e9e875638x.htm
2016-11,2.78万公里,徐州,国五,手动,1.5,0次过户,睢宁,2020-11,2019-10,已过期,五菱宏光 2014款 1.5L S标准型,¥4.00 万,新车指导价5.40万(含税),https://www.guazi.com/xuzhou/acdf2d29ea54d195x.htm
2010-07,10.97万公里,上海,国四,自动,2.0,1次过户,沛县,2019-7,2019-8,2019-8,宝马X1 2010款 sDrive18i豪华型(进口),¥9.98 万,新车指导价39.80万(含税),https://www.guazi.com/xuzhou/55c30aa48a0c81a5x.htm
2018-02,1.17万公里,徐州,国五,自动,2.0,0次过户,丰县,2020-2,2019-2,2019-2,宝马5系 2018款 528Li 上市特别版,¥40.80 万,新车指导价48.80万(含税),https://www.guazi.com/xuzhou/110146275603300dx.htm
2013-02,4.12万公里,徐州,国四,手动,1.6,2次过户,云龙,2019-2,2019-2,2019-2,东风风行 菱智 2013款 M3 1.6L 7座豪华型,¥2.47 万,新车指导价8.30万(含税),https://www.guazi.com/xuzhou/64701cdb86584fe7x.htm
2011-03,16.11万公里,徐州,国四,自动,2.5,0次过户,鼓楼,2019-3,2019-8,2019-8,奔驰 唯雅诺 2011款 2.5L 尊贵版,¥13.80 万,新车指导价50.90万(含税),https://www.guazi.com/xuzhou/802ccac3f718f82bx.htm
2016-09,4.82万公里,宿州,国五,手动,1.5,1次过户,云龙,2020-6,2019-9,2019-9,东风风神AX3 2016款 1.5L 手动致酷型,¥3.80 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/b44eb25200e5ec61x.htm
2014-08,5.93万公里,徐州,国四,自动,2.0,1次过户,鼓楼,2019-8,2019-8,已过期,宝马3系 2014款 320Li 时尚型,¥19.00 万,新车指导价38.90万(含税),https://www.guazi.com/xuzhou/a9b7a89bfd8d6bd2x.htm
2016-10,2.26万公里,临沂,国五,自动,2.0,0次过户,邳州,2020-10,2019-10,2019-10,马自达6 2015款 2.0L 自动时尚型,¥8.50 万,新车指导价16.00万(含税),https://www.guazi.com/xuzhou/ab3075e260002914x.htm
2016-10,2.86万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2019-10,2019-10,2019-10,日产 蓝鸟 2016款 1.6L CVT炫酷版,¥8.20 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/7f0dd68b72767f74x.htm
2011-12,9.82万公里,徐州,国四,自动,2.0,1次过户,泉山,2018-12,2018-12,已过期,宝马3系 2012款 320i 时尚型,¥11.00 万,新车指导价38.10万(含税),https://www.guazi.com/xuzhou/c7cd6bee638ec30bx.htm
2012-02,11.16万公里,徐州,国四,手动,1.3,3次过户,云龙,2019-2,2019-2,2019-2,长安CX20 2011款 1.3L 手动运动版,¥1.70 万,新车指导价6.00万(含税),https://www.guazi.com/xuzhou/553b19dad1ca0525x.htm
2017-06,5.09万公里,绍兴,国五,自动,2.0,0次过户,贾汪,2019-6,2019-1,已过期,奥迪Q5 2016款 40 TFSI 进取型,¥27.00 万,新车指导价41.60万(含税),https://www.guazi.com/xuzhou/6ca1ce8f23406509x.htm
2009-09,5.46万公里,徐州,国三,手动,1.3,0次过户,泉山,2019-9,2019-9,2019-9,江淮 同悦 2008款 1.3L 手动标准型,¥1.30 万,新车指导价5.40万(含税),https://www.guazi.com/xuzhou/e4eea1546af32dbbx.htm
2011-10,4.88万公里,徐州,国四,手动,1.6,1次过户,鼓楼,2018-10,2018-10,已过期,别克 凯越 2011款 1.6LX-MT,¥2.96 万,新车指导价10.80万(含税),https://www.guazi.com/xuzhou/2acb35a9274c5ff4x.htm
2016-04,6.15万公里,徐州,国五,自动,2.0,1次过户,泉山,2020-8,2019-1,2019-1,奥迪Q3 2015款 35 TFSI 舒适型,¥18.18 万,新车指导价34.30万(含税),https://www.guazi.com/xuzhou/bd6c8c42e6c9752ex.htm
2016-11,5.4万公里,徐州,国五,自动,2.4,0次过户,睢宁,2018-11,2018-6,2018-6,别克GL8 2015款 2.4L 豪华商务尊享版,¥22.00 万,新车指导价33.60万(含税),https://www.guazi.com/xuzhou/ae29968a47848b75x.htm
2017-02,2.26万公里,徐州,国五,手动,1.8,0次过户,丰县,2019-2,2019-2,2019-2,众泰Z700 2016款 1.8T 手动尊贵型,¥6.28 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/eab5c5f1809922d1x.htm
2012-08,7.27万公里,徐州,国四,手动,2.0,2次过户,鼓楼,2019-8,2019-9,已过期,传祺GS5 2012款 2.0L 手动两驱舒适版,¥4.27 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/92f83c8c6525b7cdx.htm
2015-07,5.11万公里,徐州,国四,自动,1.8,0次过户,邳州,2019-7,2018-7,2018-7,现代名图 2014款 1.8L 自动智能型GLS,¥9.80 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/399a26df1209d3ccx.htm
2014-07,13.48万公里,徐州,国四,自动,1.6,0次过户,新沂,2020-7,2019-7,已过期,别克 英朗 2013款 GT 1.6L 自动时尚版,¥5.70 万,新车指导价16.60万(含税),https://www.guazi.com/xuzhou/ccb7f97f4e561874x.htm
2014-06,13.63万公里,徐州,国四,手动,1.6,0次过户,贾汪,2020-6,2019-6,已过期,长安CS35 2014款 1.6L 手动豪华型 国IV,¥4.00 万,新车指导价9.00万(含税),https://www.guazi.com/xuzhou/f67a94abff3d09f9x.htm
2017-08,3.6万公里,徐州,国五,自动,1.5,0次过户,鼓楼,2019-8,2019-7,已过期,福特 福克斯 2015款 三厢 EcoBoost 180 自动精英型,¥9.00 万,新车指导价16.30万(含税),https://www.guazi.com/xuzhou/91108f049bf742abx.htm
2011-12,14.51万公里,徐州,国四,自动,1.8,2次过户,新沂,2018-12,2019-1,2019-1,大众帕萨特 2011款 1.8TSI 自动尊荣版,¥10.28 万,新车指导价23.40万(含税),https://www.guazi.com/xuzhou/3937279a62326fe9x.htm
2011-09,3.4万公里,徐州,国四,自动,1.8,1次过户,邳州,2018-9,2018-9,已过期,福特福克斯 2011款 三厢 1.8L 自动时尚型,¥4.00 万,新车指导价13.90万(含税),https://www.guazi.com/xuzhou/0d01a9a05a7fc9efx.htm
2013-10,6.91万公里,徐州,国五,手动,1.8,0次过户,贾汪,2019-10,2019-10,2019-10,雪佛兰 景程 2013款 1.8 SE舒适版 MT,¥4.75 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/c64e125351545572x.htm
2014-04,11.76万公里,南京,国四,手动,1.4,0次过户,沛县,2020-4,2019-4,2019-4,雪佛兰 赛欧 2013款 三厢 1.4L 手动理想幸福版,¥2.66 万,新车指导价7.20万(含税),https://www.guazi.com/xuzhou/eb86987e643b6a4cx.htm
2013-01,11.91万公里,南充,国四,自动,1.5,0次过户,云龙,2019-1,2019-1,2019-1,比亚迪G6 2013款 1.5TID 自动尊荣型,¥3.80 万,新车指导价12.60万(含税),https://www.guazi.com/xuzhou/e33b5dea4bfa4249x.htm
2014-12,4.34万公里,徐州,国四,手动,1.6,0次过户,邳州,2020-12,2019-12,2019-12,别克 英朗 2013款 GT 1.6L 手动进取版,¥7.00 万,新车指导价14.90万(含税),https://www.guazi.com/xuzhou/c4a409bae68fb4bcx.htm
2015-11,3.84万公里,徐州,国五,自动,1.6,1次过户,泉山,2019-11,2019-11,已过期,长安CS35 2015款 1.6L 自动豪华型 国V,¥5.50 万,新车指导价10.20万(含税),https://www.guazi.com/xuzhou/4fbab109024db655x.htm
2015-01,3.96万公里,徐州,国五,自动,1.4,0次过户,云龙,2019-1,2018-12,2018-12,雪佛兰 创酷 2014款 1.4T 自动两驱豪华型,¥7.00 万,新车指导价14.50万(含税),https://www.guazi.com/xuzhou/37b7214b5a623621x.htm
2010-09,11.54万公里,苏州,国四,手动,1.6,1次过户,云龙,2019-9,2019-7,2019-7,现代 伊兰特 2007款 1.6L 手动舒适型,¥2.30 万,新车指导价9.70万(含税),https://www.guazi.com/xuzhou/5795ae7a776b31d0x.htm
2014-01,4.66万公里,徐州,国四,手动,1.3,0次过户,睢宁,2020-1,2019-1,已过期,北汽威旺306 2011款 1.3L基本型7座,¥1.42 万,新车指导价4.00万(含税),https://www.guazi.com/xuzhou/16eac0b4c2b641efx.htm
2013-12,3.51万公里,徐州,国四,手动,1.5,2次过户,云龙,2019-12,2019-11,2019-11,五菱荣光 2012款 1.5L加长基本型,¥3.48 万,新车指导价5.90万(含税),https://www.guazi.com/xuzhou/5c55194bf7b0838bx.htm
2014-12,6.74万公里,徐州,国四,自动,1.6,0次过户,新沂,2020-12,2019-12,已过期,大众 朗行 2013款 1.6L 自动舒适型,¥9.00 万,新车指导价15.30万(含税),https://www.guazi.com/xuzhou/c2a4099a738055eex.htm
2018-05,0.76万公里,徐州,国五,手动,1.8,0次过户,邳州,2020-5,2019-5,2019-5,海马S7 2017款 1.8T 手动豪华版,¥8.50 万,新车指导价12.40万(含税),https://www.guazi.com/xuzhou/49538e2226e389cbx.htm
2015-01,3.3万公里,徐州,国四,手动,1.2,0次过户,鼓楼,2019-1,2020-1,已过期,五菱宏光 2014款 1.2L S舒适型,¥4.00 万,新车指导价6.70万(含税),https://www.guazi.com/xuzhou/f29afb971e26bdf2x.htm
2014-12,4.42万公里,宿迁,国四,手动,1.6,0次过户,睢宁,2020-12,2019-12,已过期,长安CS35 2014款 1.6L 手动豪华型 国IV,¥4.50 万,新车指导价9.00万(含税),https://www.guazi.com/xuzhou/089b3ec82f40faebx.htm
2016-10,2.2万公里,徐州,国五,手动,1.6,0次过户,鼓楼,2019-10,2019-10,2019-10,长安CS35 2016款 1.6L 手动豪华型 国V,¥6.00 万,新车指导价9.10万(含税),https://www.guazi.com/xuzhou/5ef72520389c35a8x.htm
2015-08,1.87万公里,徐州,国四,手动,1.6,0次过户,泉山,2019-8,2019-8,2019-8,大众 宝来 2015款 质惠版 1.6L 手动舒适型,¥6.80 万,新车指导价12.30万(含税),https://www.guazi.com/xuzhou/a3e4282f606a2e71x.htm
2016-12,1.44万公里,徐州,国五,手动,1.5,0次过户,鼓楼,2018-12,2018-12,已过期,哈弗H1 2016款 改款 蓝标 1.5L 手动尊贵型,¥5.33 万,新车指导价8.00万(含税),https://www.guazi.com/xuzhou/430996caabe599a6x.htm
2015-03,3.58万公里,徐州,国五,自动,1.4,0次过户,邳州,2019-3,2019-3,2019-3,大众 凌渡 2015款 280TSI DSG舒适版,¥13.70 万,新车指导价20.00万(含税),https://www.guazi.com/xuzhou/dac250efc4cba5f3x.htm
2016-08,3.69万公里,徐州,国五,自动,2.0,1次过户,新沂,2020-8,2019-7,2019-7,大众 迈腾 2017款 380TSI DSG 尊贵型,¥17.90 万,新车指导价29.70万(含税),https://www.guazi.com/xuzhou/82c44ba75c123e1cx.htm
2011-09,10.76万公里,徐州,国四,手动,1.4,0次过户,泉山,2019-9,2019-9,已过期,标致207 2011款 三厢 1.4L 手动驭乐版,¥2.00 万,新车指导价8.10万(含税),https://www.guazi.com/xuzhou/91a6fa756fe5d0fex.htm
2012-01,5.47万公里,徐州,国四,手动,1.4,2次过户,鼓楼,2019-1,2019-1,2019-1,铃木 北斗星 2012款 e 1.4L 手动标准型,¥1.50 万,新车指导价5.50万(含税),https://www.guazi.com/xuzhou/5aafa74c1c5fc453x.htm
2018-07,1.16万公里,徐州,国五,自动,1.4,0次过户,新沂,2020-7,2019-7,已过期,奥迪A3 2018款 30周年年型 Limousine 35 TFSI 时尚型,¥18.40 万,新车指导价23.90万(含税),https://www.guazi.com/xuzhou/e06ab593f4a9cae2x.htm
2011-08,10.19万公里,徐州,国四,手动,1.6,0次过户,邳州,2019-8,2019-8,已过期,别克 凯越 2011款 1.6LE-MT,¥3.00 万,新车指导价11.70万(含税),https://www.guazi.com/xuzhou/c3b6b727bb5b6dacx.htm
2017-02,2.63万公里,徐州,国五,自动,2.4,1次过户,泉山,2019-2,2019-2,已过期,别克GL8 2014款 2.4L 经典版,¥14.88 万,新车指导价22.70万(含税),https://www.guazi.com/xuzhou/4bd7c16a9cc0ce20x.htm
2017-10,2.47万公里,徐州,国五,自动,1.8,0次过户,鼓楼,2019-10,2018-12,已过期,丰田 雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,¥12.60 万,新车指导价15.40万(含税),https://www.guazi.com/xuzhou/254b6468f1e462fex.htm
2018-01,1.71万公里,徐州,国五,手动,2.5,0次过户,睢宁,2019-1,2018-12,已过期,中兴 领主 2018款 2.5T四驱豪华型,¥9.66 万,新车指导价14.30万(含税),https://www.guazi.com/xuzhou/0ca9bc1aa3537702x.htm
2010-06,13.77万公里,徐州,国四,自动,3.0,2次过户,泉山,2019-6,2019-6,已过期,别克GL8 2006款 陆尊 3.0L CT 舒适版,¥6.50 万,新车指导价31.30万(含税),https://www.guazi.com/xuzhou/14b2ed06fa98f989x.htm
2011-03,9.14万公里,徐州,国四,自动,2.0,0次过户,鼓楼,2019-3,2019-3,已过期,宝马3系 2010款 320i豪华型(进口),¥13.00 万,新车指导价40.70万(含税),https://www.guazi.com/xuzhou/44403a4b208a4c44x.htm
2017-11,4.78万公里,徐州,国五,自动,1.5,0次过户,云龙,2019-11,2019-10,2019-10,马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型,¥9.30 万,新车指导价13.40万(含税),https://www.guazi.com/xuzhou/dab361d669af4dfbx.htm
2015-11,4.04万公里,徐州,国五,手动,1.4,0次过户,睢宁,2019-11,2019-11,已过期,大众 桑塔纳 2015款 1.4L 手动风尚版,¥5.00 万,新车指导价9.20万(含税),https://www.guazi.com/xuzhou/047bce937d7e82bbx.htm
2015-01,10.6万公里,南京,国五,自动,2.0,0次过户,睢宁,2019-1,2019-1,已过期,标致3008 2015款 2.0L 自动经典版,¥8.13 万,新车指导价18.60万(含税),https://www.guazi.com/xuzhou/b5b1e3a87567c9d9x.htm
2010-04,12.73万公里,宿州,国四,自动,1.8,1次过户,睢宁,2019-4,2019-5,已过期,大众 途观 2010款 1.8TSI 自动两驱风尚版,¥9.00 万,新车指导价25.40万(含税),https://www.guazi.com/xuzhou/9418dbb21724698cx.htm
2015-09,11.55万公里,徐州,国四,自动,2.0,0次过户,泉山,2019-9,2019-7,2019-7,福特 蒙迪欧 2013款 2.0L GTDi200豪华型,¥13.30 万,新车指导价24.20万(含税),https://www.guazi.com/xuzhou/60e0c0c132767f81x.htm
2012-03,11.24万公里,徐州,国四,手动,1.6,0次过户,丰县,2019-3,2019-3,2019-3,雪佛兰 科鲁兹 2012款 1.6L SE MT,¥4.27 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/7d8db71a3cfba085x.htm
2014-07,7.2万公里,徐州,国四,手动,1.5,1次过户,泉山,2020-7,2019-7,2019-7,比亚迪 速锐 2014款 1.5L 手动豪华型,¥3.99 万,新车指导价7.90万(含税),https://www.guazi.com/xuzhou/336e010b85e3ed12x.htm
2015-08,5.31万公里,徐州,国四,手动,2.8,1次过户,泉山,2019-8,2019-8,已过期,福特 经典全顺 2015款 2.8T柴油多功能车短轴6座中顶JX493ZLQ4,¥8.30 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/936a4632db7606ccx.htm
2011-09,7.36万公里,徐州,国四,手动,1.3,0次过户,新沂,2019-9,已过期,已过期,长安商用 金牛星 2011款 1.3L标准型,¥1.50 万,新车指导价5.00万(含税),https://www.guazi.com/xuzhou/c1399b687c00c3fax.htm
2017-12,2.87万公里,徐州,国五,自动,1.5,0次过户,睢宁,2019-12,2019-1,2019-1,别克 昂科威 2018款 20T 两驱精英型,¥17.00 万,新车指导价25.00万(含税),https://www.guazi.com/xuzhou/aa87891fcb947cb0x.htm
2016-10,1.77万公里,徐州,国五,自动,1.4,0次过户,云龙,2020-10,2019-9,2019-9,大众 凌渡 2017款 230TSI DSG风尚版,¥12.60 万,新车指导价17.40万(含税),https://www.guazi.com/xuzhou/5b1da8596c150643x.htm
2014-09,4.2万公里,徐州,国五,手动,1.0,1次过户,鼓楼,2020-9,2019-10,2019-10,铃木 奥拓 2013款 1.0L 手动豪华型,¥3.00 万,新车指导价5.50万(含税),https://www.guazi.com/xuzhou/2cecbd1a9347c0e1x.htm
2016-10,3.39万公里,徐州,国五,自动,1.5,0次过户,沛县,2020-10,2019-10,2019-10,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,¥7.10 万,新车指导价11.90万(含税),https://www.guazi.com/xuzhou/e40f112a76142c62x.htm
2011-01,10.18万公里,徐州,国四,自动,2.3,0次过户,泉山,2019-1,2019-6,已过期,福特 蒙迪欧-致胜 2010款 2.3L 时尚型,¥5.18 万,新车指导价19.50万(含税),https://www.guazi.com/xuzhou/07d37c9843abfaa6x.htm
2016-11,2.74万公里,徐州,国五,自动,1.4,0次过户,泉山,2018-11,2018-11,2018-11,大众 凌渡 2017款 230TSI DSG风尚版,¥12.00 万,新车指导价17.40万(含税),https://www.guazi.com/xuzhou/0e978adf8f639e41x.htm
2013-01,3.24万公里,徐州,国五,自动,1.6,0次过户,鼓楼,2019-1,2019-12,2019-12,日产 骐达 2013款 1.6L CVT酷咖版,¥7.50 万,新车指导价13.80万(含税),https://www.guazi.com/xuzhou/768dc253245d26f9x.htm
2016-01,5.34万公里,徐州,国五,手动,1.5,0次过户,沛县,2020-1,2019-1,2019-1,众泰T600 2016款 1.5T 手动豪华型,¥4.50 万,新车指导价9.40万(含税),https://www.guazi.com/xuzhou/5479a9baea52a9b3x.htm
2016-03,4.51万公里,徐州,国五,自动,1.6,2次过户,新沂,2020-3,2019-3,已过期,大众POLO 2016款 1.6L 自动舒适型,¥7.00 万,新车指导价11.30万(含税),https://www.guazi.com/xuzhou/827609c32a03c157x.htm
2010-12,7.18万公里,徐州,国四,自动,1.6,0次过户,泉山,2018-12,2018-11,已过期,大众 朗逸 2011款 1.6L 自动品雅版,¥5.10 万,新车指导价14.60万(含税),https://www.guazi.com/xuzhou/d9cdd0192add702bx.htm
2016-04,5.47万公里,徐州,国五,自动,2.0,0次过户,沛县,2019-4,已过期,已过期,奥迪Q5 2016款 40 TFSI 舒适型,¥32.60 万,新车指导价52.00万(含税),https://www.guazi.com/xuzhou/26d2ec3112adf1ecx.htm
2014-08,7.73万公里,徐州,国四,手动,1.5,0次过户,云龙,2020-8,2019-8,2019-8,别克 凯越 2013款 1.5L 手动经典型,¥4.60 万,新车指导价10.50万(含税),https://www.guazi.com/xuzhou/1a0ea073174e9805x.htm
2017-01,4.38万公里,徐州,国五,自动,1.5,0次过户,丰县,2019-1,2019-12,2019-12,丰田 威驰 2017款 1.5L CVT创行版,¥8.00 万,新车指导价9.70万(含税),https://www.guazi.com/xuzhou/747f5ddc0d3e4df4x.htm
2011-09,9.15万公里,徐州,国四,自动,2.0,1次过户,新沂,2019-9,2019-9,已过期,大众 帕萨特 2011款 2.0TSI DSG御尊版,¥12.00 万,新车指导价27.70万(含税),https://www.guazi.com/xuzhou/8f33f6e21cc79670x.htm
2014-03,7.42万公里,徐州,国四,手动,1.4,1次过户,丰县,2019-3,2019-3,已过期,斯柯达 晶锐 2014款 1.4L 手动晶致版,¥4.20 万,新车指导价8.60万(含税),https://www.guazi.com/xuzhou/9cf22e1f3e89d92cx.htm
2012-09,10.12万公里,徐州,国四,自动,1.4,0次过户,鼓楼,2019-9,2019-9,2019-9,大众 速腾 2012款 1.4TSI 自动豪华型,¥8.99 万,新车指导价18.20万(含税),https://www.guazi.com/xuzhou/c765336a681daf6ex.htm
2013-06,8.66万公里,徐州,国四,手动,1.0,0次过户,邳州,2019-6,2019-6,2019-6,五菱之光 2010款 1.0L新版立业型短车身,¥1.71 万,新车指导价3.20万(含税),https://www.guazi.com/xuzhou/b361efb3b8bef4d7x.htm
2015-05,12.34万公里,石家庄,国五,手动,1.5,0次过户,云龙,2019-5,2019-5,2019-5,雪佛兰 2015款 赛欧3 1.5L 手动理想天窗版,¥4.00 万,新车指导价7.40万(含税),https://www.guazi.com/xuzhou/a0b670a3f3f375edx.htm
2014-01,15.08万公里,徐州,国四,手动,2.0,1次过户,泉山,2020-1,已过期,已过期,哈弗H6 2014款 升级版 2.0T 柴油 手动四驱尊贵型,¥5.70 万,新车指导价17.20万(含税),https://www.guazi.com/xuzhou/37691c202bf5e904x.htm
2009-10,12.75万公里,徐州,国四,自动,2.0,1次过户,睢宁,2019-10,2019-10,已过期,大众 朗逸 2009款 2.0L 自动品悠版,¥4.00 万,新车指导价14.00万(含税),https://www.guazi.com/xuzhou/73a2b77cd0edc132x.htm
2013-09,10.26万公里,徐州,国四,自动,1.6,0次过户,新沂,2019-9,2018-9,已过期,大众朗逸 2013款 经典 1.6L 自动风尚版,¥6.20 万,新车指导价13.00万(含税),https://www.guazi.com/xuzhou/3067c045aa301324x.htm
2016-12,1.12万公里,徐州,国五,自动,1.5,0次过户,云龙,2018-12,2017-12,2017-12,别克君越 2016款 20T 精英型,¥16.00 万,新车指导价26.00万(含税),https://www.guazi.com/xuzhou/3336d57832588529x.htm
2013-02,8.95万公里,徐州,国四,手动,1.2,0次过户,睢宁,2019-2,2019-2,已过期,长安商用 2013款 1.2L新长安之星基本型,¥0.99 万,新车指导价4.20万(含税),https://www.guazi.com/xuzhou/2ab2cb68ae6d2882x.htm
2012-11,9.94万公里,徐州,国四,自动,1.8,0次过户,新沂,2018-11,2018-11,2018-11,大众 Passat领驭 2011款 1.8T 自动尊享型,¥7.60 万,新车指导价21.30万(含税),https://www.guazi.com/xuzhou/c3e17c85db515466x.htm
2012-03,4.11万公里,徐州,国四,手动,1.0,1次过户,云龙,2019-3,2019-3,2019-3,奇瑞QQ3 2012款 时尚版 1.0L 手动启航型,¥1.04 万,新车指导价3.90万(含税),https://www.guazi.com/xuzhou/13db44ea6c1dfd4fx.htm
2014-09,8.65万公里,徐州,国四,自动,2.0,1次过户,鼓楼,2020-9,2019-8,2019-8,马自达 阿特兹 2014款 2.0L 蓝天豪华版,¥11.40 万,新车指导价20.50万(含税),https://www.guazi.com/xuzhou/66b7ff7d14bb0f21x.htm
2014-07,7.17万公里,徐州,国四,手动,1.6,0次过户,泉山,2020-7,2019-7,2019-7,标致301 2014款 1.6L 手动舒适版,¥3.50 万,新车指导价9.20万(含税),https://www.guazi.com/xuzhou/241ff06edaf0d263x.htm
2018-02,1.57万公里,徐州,国五,自动,2.0,0次过户,泉山,2020-2,2019-8,2019-8,宝马3系 2018款 320Li 时尚型,¥25.80 万,新车指导价35.10万(含税),https://www.guazi.com/xuzhou/c183512005eabb60x.htm
2012-04,10.29万公里,徐州,国四,自动,2.0,0次过户,云龙,2019-4,2019-4,已过期,大众CC 2012款 2.0TSI 豪华型,¥14.00 万,新车指导价30.50万(含税),https://www.guazi.com/xuzhou/089b5c70329927cfx.htm
2018-01,2.17万公里,徐州,国五,自动,2.0,1次过户,鼓楼,2020-1,2019-1,2019-1,丰田 汉兰达 2017款 2.0T 四驱豪华版 7座,¥29.88 万,,https://www.guazi.com/xuzhou/e31a02da75602d51x.htm
